wavelength_nm,cross_section_cm2,source
454.0,8.53e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
456.0,8.16e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
458.0,7.79e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
460.0,7.43e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
462.0,7.07e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
464.0,6.7e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
466.0,6.35e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
468.0,6e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
470.0,5.66e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
472.0,5.24e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
474.0,4.82e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
476.0,4.47e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
478.0,4.18e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
480.0,3.9e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
482.0,3.44e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
484.0,2.98e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
486.0,2.69e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
488.0,2.56e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
490.0,2.43e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
492.0,2.31e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
494.0,2.2e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
496.0,1.98e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
498.0,1.67e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
500.0,1.35e-21,BrONO2_JPL-2010(2011)_298K_200-500nm(rec).txt
